,id,foreign,name,lat,long
0,1101010,1101,TEUPAH SELATAN,2.4642851395543044,96.52043027230327
1,1101020,1101,SIMEULUE TIMUR,2.6401115461578506,96.58032599159449
2,1101021,1101,TEUPAH BARAT,2.5542134330558817,96.34964021191345
3,1101022,1101,TEUPAH TENGAH,2.4112328007073747,96.33498521010951
4,1101030,1101,SIMEULUE TENGAH,2.6459590503940795,96.09089417226399
5,1101031,1101,TELUK DALAM,2.875459581744784,96.73742590735802
6,1101032,1101,SIMEULUE CUT,2.5965855024737037,95.9323800389479
7,1101040,1101,SALANG,2.696764014799371,95.94020552857799
8,1101050,1101,SIMEULUE BARAT,2.9091641966777693,96.30925387473907
9,1101051,1101,ALAFAN,null,null
10,1102010,1102,PULAU BANYAK,3.1187000000000005,97.31120000000006
11,1102011,1102,PULAU BANYAK BARAT,2.893863235294114,97.30829607843141
12,1102020,1102,SINGKIL,2.4017996522758436,97.74830372875735
13,1102021,1102,SINGKIL UTARA,2.5201468792348996,97.75455888924236
14,1102022,1102,KUALA BARU,2.916117871900822,97.42004669421492
15,1102030,1102,SIMPANG KANAN,2.551993677129542,97.905633910009
16,1102031,1102,GUNUNG MERIAH,2.4158225443364985,97.93241144207191
17,1102032,1102,DANAU PARIS,2.3070541588081936,98.11535455288602
18,1102033,1102,SURO,null,null
19,1102042,1102,SINGKOHOR,2.538112962388708,97.96751235202134
20,1102043,1102,KOTA BAHARU,2.475580496693892,97.86423222012473
21,1103010,1103,TRUMON,2.8815590224434326,97.55975129783893
22,1103011,1103,TRUMON TIMUR,2.861674441718684,97.779698553489
23,1103012,1103,TRUMON TENGAH,2.9057023409911147,97.65572695497005
24,1103020,1103,BAKONGAN,2.947208435002039,97.4664249342892
25,1103021,1103,BAKONGAN TIMUR,2.9321593864051145,97.5285589299749
26,1103022,1103,KOTA BAHAGIA,3.0034345547563848,97.52155490806837
27,1103030,1103,KLUET SELATAN,3.0753053641400103,97.34015585358289
28,1103031,1103,KLUET TIMUR,3.1349506877439524,97.403256383885
29,1103040,1103,KLUET UTARA,3.12052361428129,97.34336313876472
30,1103041,1103,PASIE RAJA,null,null
31,1103042,1103,KLUET TENGAH,3.2785835356483335,97.31165900192693
32,1103050,1103,TAPAK TUAN,null,null
33,1103060,1103,SAMA DUA,null,null
34,1103070,1103,SAWANG,3.383503325520455,97.117945341791
35,1103080,1103,MEUKEK,3.4694992408094607,97.07484067734055
36,1103090,1103,LABUHAN HAJI,3.4675603359855875,97.06410287288118
37,1103091,1103,LABUHAN HAJI TIMUR,3.4616165422466167,97.08734950709005
38,1103092,1103,LABUHAN HAJI BARAT,3.5794384381613873,96.98346797780613
39,1104010,1104,LAWE ALAS,3.4341526213360707,97.82245010605219
40,1104011,1104,BABUL RAHMAH,3.3354351885437805,97.87965279162528
41,1104012,1104,TANOH ALAS,3.380674396169586,97.84714634657117
42,1104020,1104,LAWE SIGALA-GALA,3.3472546309590863,97.91744028320129
43,1104021,1104,BABUL MAKMUR,3.2986648934288003,97.91654572741083
44,1104022,1104,SEMADAM,3.395332961709818,97.88740150633244
45,1104023,1104,LEUSER,3.1449610727461876,97.93121905425777
46,1104030,1104,BAMBEL,3.4455171105693925,97.84876966506573
47,1104031,1104,BUKIT TUSAM,3.4052758435404873,97.84701265928302
48,1104032,1104,LAWE SUMUR,3.46360237778876,97.8477852658639
49,1104040,1104,BABUSSALAM,3.4899297869440575,97.80533723746912
50,1104041,1104,LAWE BULAN,3.4793289511147596,97.83385749516822
51,1104050,1104,BADAR,3.5294772896636193,97.79051133309636
52,1104051,1104,DARUL HASANAH,3.564953504989408,97.75245386812612
53,1104052,1104,KETAMBE,3.632791189181968,97.70662047539153
54,1104053,1104,DELENG POKHKISEN,3.514012235918294,97.8188331716381
55,1105080,1105,SERBA JADI,null,null
56,1105081,1105,SIMPANG JERNIH,4.189757216873427,97.65674372045636
57,1105082,1105,PEUNARON,4.630737853544776,97.66575917568409
58,1105090,1105,BIREM BAYEUN,4.398842544805502,97.8589359918701
59,1105100,1105,RANTAU SELAMAT,4.6092738491468115,97.89107687248443
60,1105101,1105,SUNGAI RAYA,4.548137394797675,97.85244003352983
61,1105110,1105,PEUREULAK,4.796708270763607,97.88117310485633
62,1105111,1105,PEUREULAK TIMUR,4.720876882446364,97.89416169817619
63,1105112,1105,PEUREULAK BARAT,4.84532627322265,97.86000279098542
64,1105120,1105,RANTO PEUREULAK,null,null
65,1105130,1105,IDI RAYEUK,4.902975845680532,97.74787714536254
66,1105131,1105,PEUDAWA,4.889981651101026,97.82420207509394
67,1105132,1105,BANDA ALAM,4.8921429509637635,97.69456571005202
68,1105133,1105,IDI TUNONG,4.847817664334867,97.71073768772028
69,1105134,1105,DARUL IHSAN,4.917530259348159,97.75813413710775
70,1105135,1105,IDI TIMUR,4.915757796873688,97.79794611607385
71,1105140,1105,DARUL AMAN,4.8960838134491445,97.68758191379047
72,1105150,1105,NURUSSALAM,5.0104009961508735,97.66109458314367
73,1105151,1105,DARUL FALAH,5.012148615967496,97.64042889386792
74,1105160,1105,JULOK,4.985347103835374,97.60369066655802
75,1105161,1105,INDRA MAKMUR,null,null
76,1105170,1105,PANTE BIDARI,5.033007070390423,97.51156349119884
77,1105180,1105,SIMPANG ULIM,5.005809492482551,97.54124863603313
78,1105181,1105,MADAT,5.134235148330619,97.50120526597276
79,1106010,1106,LINGE,4.404356377316976,97.00729619733116
80,1106011,1106,ATU LINTANG,4.445229234303181,96.78140591517918
81,1106012,1106,JAGONG JEGET,4.385329826925236,96.73775203297609
